plant_id,scientific_name,common_name,family,vernacular_names,medicinal_system,distribution_region,medicinal_use,parts_used,habit,nmpb_med_system_tag,nmpb_api_sanskrit_names,bsi_herbarium_uses_url,source_reference,plant_match_confidence,is_synthetic,source_bsi_s_no,source_nmpb_s_no
PLANT-0990,Gmelina asiatica L.,"Badhara, Nag-phul",VERBENACEAE,"Badhara, Nag-phul; Kapas Beej",Ayurveda,,,Bark (Root),Shrub,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009082&column=szBarcode,BSI+NMPB,HIGH,False,820,453
PLANT-0991,Gnaphalium luteo-album L.,Bal raksha (Punjab),ASTERACEAE,Bal raksha (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013693&column=szBarcode,BSI,SOURCE_ONLY,False,821,
PLANT-0992,Gnidia glauca (Fresen.) Gilg.,Nacchinar (Tam.),THYMELAEACEAE,Nacchinar (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009027&column=szBarcode,BSI,SOURCE_ONLY,False,822,
PLANT-0993,Gordonia obtusa Wall. ex Wight & Arn.,Nagetta (Kan.),THEACEAE,Nagetta (Kan.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003796&column=szBarcode,BSI,SOURCE_ONLY,False,823,
PLANT-0994,Gossypium arboreum L.,"Kapas, Rui",MALVACEAE,"Kapas, Rui; Kapas",Ayurveda,,,Flower,Shrub,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003874&column=szBarcode,BSI+NMPB,HIGH,False,824,454
PLANT-0995,Gossypium herbaceum L.,Levant Cotton (Eng.),MALVACEAE,Levant Cotton (Eng.); Kapas; Karpasa,Ayurveda,,,Fruit (Seed),Shrub,AFHSTU,Karpasa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003877&column=szBarcode,BSI+NMPB,HIGH,False,825,455
PLANT-0996,Gossypium hirsutum L.,Kapas,MALVACEAE,Kapas,Ayurveda,,,Fruit; (Fruit Coat),Shrub,ASW,,,NMPB,SOURCE_ONLY,False,,456
PLANT-0997,Gouania leptostachya DC.,Khanta (Oriya),RHAMNACEAE,Khanta (Oriya),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003606&column=szBarcode,BSI,SOURCE_ONLY,False,826,
PLANT-0998,Gouania microcarpa DC.,Sinhanbali,RHAMNACEAE,Sinhanbali; Names,,,,Leaf,Climber,F**,Names,,NMPB,SOURCE_ONLY,False,,457
PLANT-0999,Grewia elastica Royle; [= Grewia asiatica L. var. vestita Mast.],Phalsa chhaal,TILIACEAE,Phalsa chhaal,Ayurveda,,,Bark (Stem),Tree,A,,,NMPB,SOURCE_ONLY,False,,458
PLANT-1000,Grewia hirsuta Vahl,"Kakarundah, Kukurbicha",TILIACEAE,"Kakarundah, Kukurbicha",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003845&column=szBarcode,BSI,SOURCE_ONLY,False,827,
PLANT-1001,Grewia microcos L.,Asolin,TILIACEAE,Asolin,,,,Leaf,Shrub,F,,,NMPB,SOURCE_ONLY,False,,460
PLANT-1002,Grewia sclerophylla Roxb. ex G.Don,Pharsia,TILIACEAE,Pharsia,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003848&column=szBarcode,BSI,SOURCE_ONLY,False,828,
PLANT-1003,Grewia subinaequalis DC.,"Phalsa, Dhamin",TILIACEAE,"Phalsa, Dhamin; -",Ayurveda,,,Bark (Stem),Tree,AFSTU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003850&column=szBarcode,BSI+NMPB,HIGH,False,829,459
PLANT-1004,Grewia tenax (Forsk.) Fiori,Achchu (Tam.),TILIACEAE,Achchu (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003853&column=szBarcode,BSI,SOURCE_ONLY,False,830,
PLANT-1005,Grewia tiliifolia Vahl,"Dhamni, Pharsa",TILIACEAE,"Dhamni, Pharsa",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003851&column=szBarcode,BSI,SOURCE_ONLY,False,831,
PLANT-1006,Grewia villosa Willd,Padekhado (Guj.),TILIACEAE,Padekhado (Guj.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003847&column=szBarcode,BSI,SOURCE_ONLY,False,832,
PLANT-1007,Guaiacum officinale L.,Lignum Vitae (Eng.),ZYGOPHYLLACEAE,Lignum Vitae (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013458&column=szBarcode,BSI,SOURCE_ONLY,False,833,
PLANT-1008,Guazuma ulmifolia Lam.,Nipaltunth (Beng.),STERCULIACEAE,Nipaltunth (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003859&column=szBarcode,BSI,SOURCE_ONLY,False,834,
PLANT-1009,Guettarda speciosa L.,Panniru chettu (Tel.),RUBIACEAE,Panniru chettu (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013605&column=szBarcode,BSI,SOURCE_ONLY,False,835,
PLANT-1010,Gymnema sylvestre (Retz.) Schult.,"Gur-mar, Merasingi",ASCLEPIADACEAE,"Gur-mar, Merasingi; Gudmar,; Sirukurinja; Mesarngi",Ayurveda,,,Leaf,Climber,AFHSTU,Mesarngi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009251&column=szBarcode,BSI+NMPB,HIGH,False,836,461
PLANT-1011,Gymnopetalum cochinchinensis (Lour.) Kurz,Kaubutkila (Bihar),CUCURBITACEAE,Kaubutkila (Bihar),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013798&column=szBarcode,BSI,SOURCE_ONLY,False,837,
PLANT-1012,Gymnostachyum febrifugum Benth.,Nelamuchchala (Kan.),ACANTHACEAE,Nelamuchchala (Kan.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009047&column=szBarcode,BSI,SOURCE_ONLY,False,838,
PLANT-1013,Gynocardia odorata R.Br.,Lemtem (Assam),FLACOURTIACEAE,Lemtem (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003720&column=szBarcode,BSI,SOURCE_ONLY,False,839,
PLANT-1014,Habenaria commelinifolia (Roxb.) Wall. ex Lindl.,"Ankara, Devsunda (Local names)",ORCHIDACEAE,"Ankara, Devsunda (Local names)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003158&column=szBarcode,BSI,SOURCE_ONLY,False,840,
PLANT-1015,Habenaria edgeworthii Hook.f.,Riddhi,ORCHIDACEAE,Riddhi,Ayurveda,,,Root (Tuber),Herb,A,Riddhi,,NMPB,SOURCE_ONLY,False,,462
PLANT-1016,Haematoxylum campechianum L.,Patang,MIMOSACEAE,Patang,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003517&column=szBarcode,BSI,SOURCE_ONLY,False,841,
PLANT-1017,Haldina cordifolia (Rioxb.) Ridsdale,Haldu,RUBIACEAE,Haldu,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013583&column=szBarcode,BSI,SOURCE_ONLY,False,842,
PLANT-1018,Haloxylon griffithii DC.,Taghaz,AMARANTHACEAE,Taghaz,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=BSIS000000001&column=szBarcode,BSI,SOURCE_ONLY,False,843,
PLANT-1019,Haloxylon recurvum (Moq.) Bunge ex. Boiss.,Saxaul (Eng.),CHENOPODIACEAE,Saxaul (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008835&column=szBarcode,BSI,SOURCE_ONLY,False,844,
PLANT-1020,Haloxylon salicornicum(Moq.) Bunge ex. Boiss.,Rimth Saltbush (Eng.),CHENOPODIACEAE,Rimth Saltbush (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008836&column=szBarcode,BSI,SOURCE_ONLY,False,845,
PLANT-1021,Haplanthus tentaculatus Nees,Nila Jakara (Mar.),ACANTHACEAE,Nila Jakara (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009050&column=szBarcode,BSI,SOURCE_ONLY,False,846,
PLANT-1022,Haplanthus vericillatus Nees,Kastula,ACANTHACEAE,Kastula,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009049&column=szBarcode,BSI,SOURCE_ONLY,False,847,
PLANT-1023,Harpullia arborea (Blanco) Radlk.,Nei-kottei (Tam.),SAPINDACEAE,Nei-kottei (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003577&column=szBarcode,BSI,SOURCE_ONLY,False,848,
PLANT-1024,Hedychium acuminatum Roscoe,Kantapalci,ZINGIBERACEAE,Kantapalci,,,,Root; (Rhizome),Herb,F,,,NMPB,SOURCE_ONLY,False,,463
PLANT-1025,Hedychium coronarium Koenig. ex Retz.,Common Ginger Lily (Eng.),ZINGIBERACEAE,"Common Ginger Lily (Eng.); Garland; flower,; Common; Ginger Lily",,,,Flower,Herb,S,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003155&column=szBarcode,BSI+NMPB,HIGH,False,849,464
PLANT-1026,Hedychium spicatum Sm.; [ = Oldenlandia corymbosa L.],Kapoor kachri,ZINGIBERACEAE,Kapoor kachri; Sati,Ayurveda,,,Root,Herb,AFTU,Sati,,NMPB,SOURCE_ONLY,False,,465
PLANT-1027,Hedyotis corymbosa (L.) Lam.,Pitpapra,RUBIACEAE,Pitpapra,Ayurveda,,,Whole Plant,Herb,AF,,,NMPB,SOURCE_ONLY,False,,466
PLANT-1028,Hedyotis herbacea L.,Pippapada,RUBIACEAE,Pippapada,Ayurveda,,,Whole Plant,Herb,AFH,,,NMPB,SOURCE_ONLY,False,,467
PLANT-1029,Hedyotis puberula (G.Don) Arn.; [ = Oldenlandia umbellata L.],Impural,RUBIACEAE,Impural,Ayurveda,,,Whole Plant,Herb,AF,,,NMPB,SOURCE_ONLY,False,,468
PLANT-1030,Hedyotis scandens Roxb. ex D.Don,Bhedeli (Assam),RUBIACEAE,Bhedeli (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013618&column=szBarcode,BSI,SOURCE_ONLY,False,850,
PLANT-1031,Hedyotis umbellata (L.) Lam.,Chirval,RUBIACEAE,Chirval,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013615&column=szBarcode,BSI,SOURCE_ONLY,False,851,
PLANT-1032,Hedyotis verticillata (L.) Lam.,Ronder (Local name),RUBIACEAE,Ronder (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013611&column=szBarcode,BSI,SOURCE_ONLY,False,852,
PLANT-1033,Helianthus annuus L.,Surajmukhi,ASTERACEAE,Surajmukhi; Sunflower,Ayurveda,,,Fruit (Seed),Shrub,AHSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013697&column=szBarcode,BSI+NMPB,HIGH,False,853,469
PLANT-1034,Helianthus tuberosus L.,Hatichuk,ASTERACEAE,Hatichuk,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013698&column=szBarcode,BSI,SOURCE_ONLY,False,854,
PLANT-1035,Helicteres isora L.,"Maroraphali, Marodaphali",STERCULIACEAE,"Maroraphali, Marodaphali; Murudshing; ,; Marodphali",Ayurveda,,,Fruit,Shrub,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003864&column=szBarcode,BSI+NMPB,HIGH,False,855,470
PLANT-1036,Heliotropium bacciferum Forsk.,Jatimisak (Punjab),BORAGINACEAE,Jatimisak (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009731&column=szBarcode,BSI,SOURCE_ONLY,False,856,
PLANT-1037,Heliotropium curassavicum L.,Salt heliotrope (Eng.),BORAGINACEAE,Salt heliotrope (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009733&column=szBarcode,BSI,SOURCE_ONLY,False,857,
PLANT-1038,Heliotropium ellipticum Ledeb.,Bithua (Punjab),BORAGINACEAE,Bithua (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009732&column=szBarcode,BSI,SOURCE_ONLY,False,858,
PLANT-1039,Heliotropium indicum L.,"Hatta-juri, Hatta-sura",BORAGINACEAE,"Hatta-juri, Hatta-sura; Thekkada",Ayurveda,,,Root,Herb,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009728&column=szBarcode,BSI+NMPB,HIGH,False,859,471
PLANT-1040,Heliotropium ovalifolium Forsk.,Nag-phuli,BORAGINACEAE,Nag-phuli,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009708&column=szBarcode,BSI,SOURCE_ONLY,False,860,
PLANT-1041,Heliotropium strigosum Willd.,Chitiphul,BORAGINACEAE,Chitiphul,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009734&column=szBarcode,BSI,SOURCE_ONLY,False,861,
PLANT-1042,Helleborus niger L.,Katuka Rohini,RANUNCULACEAE,Katuka Rohini,Ayurveda,,,Root,Herb,AFHSU,,,NMPB,SOURCE_ONLY,False,,472
PLANT-1043,Hemerocallis fulva L.,Tawny Day-Lily (Eng.),LILIACEAE,Tawny Day-Lily (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003908&column=szBarcode,BSI,SOURCE_ONLY,False,862,
PLANT-1044,Hemidesmus indicus (L.) R.Br.,"Anantamul, Kapuri",ASCLEPIADACEAE,"Anantamul, Kapuri; Anatmool,; Sariwa,; Sveta sariva; Names",Ayurveda,,,Root,Climber,AFSTUTag **,Sveta sariva; Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009254&column=szBarcode,BSI+NMPB,HIGH,False,863,473
PLANT-1045,Hemionitis arifolia (Burm.) Moore,"Akhukarni,; Pattsjivi-; Maravara",HEMIONITIDACEAE,"Akhukarni,; Pattsjivi-; Maravara",Ayurveda,,,Leaf,Herb,AF,,,NMPB,SOURCE_ONLY,False,,474
PLANT-1046,Heracleum candolleanum (Wight &,Kattumalli; (Subs.),APIACEAE,Kattumalli; (Subs.),,,,Fruit (Seed),Herb,F,,,NMPB,SOURCE_ONLY,False,,475
PLANT-1047,Heracleum lanatum Michx.,Chhataya,APIACEAE,Chhataya; Krandel,,,,Whole Plant,Herb,F,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013745&column=szBarcode,BSI+NMPB,HIGH,False,864,476
PLANT-1048,Heracleum rigens DC.,Cittrelam,APIACEAE,Cittrelam,,,,Fruit (Seed),Herb,FS,,,NMPB,SOURCE_ONLY,False,,477
PLANT-1049,Heritiera littoralis L.,Mukuram (Mal.),STERCULIACEAE,Mukuram (Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003866&column=szBarcode,BSI,SOURCE_ONLY,False,865,
PLANT-1050,Herniaria glabra L.,Smooth Rupturewort (Eng.),ILLECEBRACEAE,Smooth Rupturewort (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003821&column=szBarcode,BSI,SOURCE_ONLY,False,866,
PLANT-1051,Herniaria hirsuta L.,Hairy Rupturedwort (Eng.),ILLECEBRACEAE,Hairy Rupturedwort (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003822&column=szBarcode,BSI,SOURCE_ONLY,False,867,
PLANT-1052,Heterophragma quadriloculare (Roxb.) Schum.,"Warras, Pullung",BIGNONIACEAE,"Warras, Pullung",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009665&column=szBarcode,BSI,SOURCE_ONLY,False,868,
PLANT-1053,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,"Kher, Kumeria",POACEAE,"Kher, Kumeria",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003168&column=szBarcode,BSI,SOURCE_ONLY,False,869,
PLANT-1054,Hibiscus cannabinus L.,"Ambari, Patsan",MALVACEAE,"Ambari, Patsan",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003884&column=szBarcode,BSI,SOURCE_ONLY,False,870,
PLANT-1055,Hibiscus furcatus Willd.,"Adavi gogu, Konda gogu (Tel.)",MALVACEAE,"Adavi gogu, Konda gogu (Tel.)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003885&column=szBarcode,BSI,SOURCE_ONLY,False,871,
PLANT-1056,Hibiscus mutabilis L.,"Shalapara, Sthal kamal",MALVACEAE,"Shalapara, Sthal kamal",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003886&column=szBarcode,BSI,SOURCE_ONLY,False,872,
PLANT-1057,Hibiscus ovalifolius (Forsk.) Vahl,Tiny Flower Hibiscus (Eng.),MALVACEAE,Tiny Flower Hibiscus (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003883&column=szBarcode,BSI,SOURCE_ONLY,False,873,
PLANT-1058,Hibiscus rosa-sinensis L.,"Jasut, Jasum",MALVACEAE,"Jasut, Jasum; Jashwanti,; Jaswand, Japa",Ayurveda,,,Flower,Shrub,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003887&column=szBarcode,BSI+NMPB,HIGH,False,874,478
PLANT-1059,Hibiscus sabdariffa L.,"Lal-ambari, Patwa",MALVACEAE,"Lal-ambari, Patwa",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003888&column=szBarcode,BSI,SOURCE_ONLY,False,875,
PLANT-1060,Hibiscus surattensis L.,Mullu gogu (Tel.),MALVACEAE,Mullu gogu (Tel.); Ranbhindi,,,,"Stem, Leaf",Shrub,FS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003889&column=szBarcode,BSI+NMPB,HIGH,False,876,479
PLANT-1061,Hibiscus syriacus L.,Swet jaba (Beng.),MALVACEAE,Swet jaba (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003891&column=szBarcode,BSI,SOURCE_ONLY,False,877,
PLANT-1062,Hibiscus tiliaceus L.,"Bola, Chelwa",MALVACEAE,"Bola, Chelwa; Parutti",Ayurveda,,,Root,Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003892&column=szBarcode,BSI+NMPB,HIGH,False,878,480
PLANT-1063,Hibiscus trionum L.,Trailing Holyhock (Eng.),MALVACEAE,Trailing Holyhock (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003893&column=szBarcode,BSI,SOURCE_ONLY,False,879,
PLANT-1064,Hieracium vulgatum Fr.,Yellow Hackwood (Eng.),ASTERACEAE,Yellow Hackwood (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013147&column=szBarcode,BSI,SOURCE_ONLY,False,880,
PLANT-1065,Hierochloe laxa R.Br.,Lax sweet grass (Eng.),POACEAE,Lax sweet grass (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003249&column=szBarcode,BSI,SOURCE_ONLY,False,881,
PLANT-1066,Hippohae tibetana Schlecht.,Tsermang (Ladakhi),ELAEAGNACEAE,Tsermang (Ladakhi),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009020&column=szBarcode,BSI,SOURCE_ONLY,False,882,
PLANT-1067,Hippophae rhamnoides L.,Sea Buckthorn,ELAEAGNACEAE,Sea Buckthorn,,,,Fruit,Shrub,F,,,NMPB,SOURCE_ONLY,False,,481
PLANT-1068,Hippophae salicifolia D.Don,Sea Buckthorn,ELAEAGNACEAE,Sea Buckthorn,,,,Fruit,Shrub,F,,,NMPB,SOURCE_ONLY,False,,482
PLANT-1069,Hiptage benghalensis (L.) Kurz,"Madhavilata, Madhmalti",MALPIGHIACEAE,"Madhavilata, Madhmalti",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013460&column=szBarcode,BSI,SOURCE_ONLY,False,883,
PLANT-1070,Holarrhena antudysentrica (Roth) DC.,"Kurchi, Karchi",APOCYNACEAE,"Kurchi, Karchi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009276&column=szBarcode,BSI,SOURCE_ONLY,False,884,
PLANT-1071,Holarrhena mitis R.Br.,Kiri-mawara (Tam.),APOCYNACEAE,Kiri-mawara (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009275&column=szBarcode,BSI,SOURCE_ONLY,False,886,
PLANT-1072,Holarrhena pubescens (Buch.-Ham.),"Inderjao; Kadwa,; Kudacha; l, Kutja",APOCYNACEAE,"Inderjao; Kadwa,; Kudacha; l, Kutja; Indrayava,; Kutaja",Ayurveda,,,"Fruit (Seed),; Bark (Stem)",Shrub,AFH,"Indrayava,; Kutaja",,NMPB,SOURCE_ONLY,False,,483
PLANT-1073,Holigrana arnottiana Hook.f.,Chera (Mal.),ANACARDIACEAE,Chera (Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003563&column=szBarcode,BSI,SOURCE_ONLY,False,887,
PLANT-1074,Holigrana longifolia Buch.-Ham. ex Roxb.,Kherai (Manipur),ANACARDIACEAE,Kherai (Manipur),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003565&column=szBarcode,BSI,SOURCE_ONLY,False,888,
PLANT-1075,Holoptelea integrifolia (Roxb.) Planch,"Chilbil, Papari",ULMACEAE,"Chilbil, Papari; Aavitholi; Cirabilva",Ayurveda,,,Bark (Stem),Tree,AFS,Cirabilva,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013154&column=szBarcode,BSI+NMPB,HIGH,False,889,484
PLANT-1076,Holostemma ada-kodien Schult.,Arkapushpi,ASCLEPIADACEAE,Arkapushpi; Jeevanti; Names,Ayurveda,,,"Root; (Tuber),",Climber,AFTag **,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009256&column=szBarcode,BSI+NMPB,HIGH,False,890,485
PLANT-1077,Holostemma rheedii Wall.,Chhirvel,ASCLEPIADACEAE,Chhirvel,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009255&column=szBarcode,BSI,SOURCE_ONLY,False,891,
PLANT-1078,Holosteum umbellatum L.,Jagged Chickweed (Eng.),CARYOPHYLLACEAE,Jagged Chickweed (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003826&column=szBarcode,BSI,SOURCE_ONLY,False,892,
PLANT-1079,Homalomena aromatica Schott,Kuchu gundubi (Beng.),ARACEAE,Kuchu gundubi (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003218&column=szBarcode,BSI,SOURCE_ONLY,False,893,
PLANT-1080,Homonoia riparia Lour.,"Serna,; Pashanbheda; ka",EUPHORBIACEAE,"Serna,; Pashanbheda; ka",Ayurveda,,,Root,Shrub,AS,,,NMPB,SOURCE_ONLY,False,,486
PLANT-1081,Homonoia riperia Lour.,Pashanabhedaka (Sans.),EUPHORBIACEAE,Pashanabhedaka (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008984&column=szBarcode,BSI,SOURCE_ONLY,False,894,
PLANT-1082,Hopea odorata Roxb.,Urappuppicin (Tam.),DIPTEROCARPACEAE,Urappuppicin (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003790&column=szBarcode,BSI,SOURCE_ONLY,False,895,
PLANT-1083,Hoppea dichotoma Hayne ex Willd.,Ram jeeta,GENTIANACEAE,Ram jeeta,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013567&column=szBarcode,BSI,SOURCE_ONLY,False,896,
PLANT-1084,Hordeum vulgare L.,"Jau, Jav",POACEAE,"Jau, Jav; Jaw; Yava",Ayurveda,,,Fruit (Seed),Herb,AFSTU,Yava,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003246&column=szBarcode,BSI+NMPB,HIGH,False,897,487
PLANT-1085,Horsfieldia irya (Gaertn.) Warb.,"Chooglum, Mutwinda (Andamans)",MYRISTICACEAE,"Chooglum, Mutwinda (Andamans)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008866&column=szBarcode,BSI,SOURCE_ONLY,False,898,
PLANT-1086,Horsfieldia kingii (Hook.f.) Warb.,Amol (Assam),MYRISTICACEAE,Amol (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008864&column=szBarcode,BSI,SOURCE_ONLY,False,899,
PLANT-1087,Houttuynia cordata Thunb.,"Alimoli, Hellijhar (Local names)",SAURURACEAE,"Alimoli, Hellijhar (Local names)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008870&column=szBarcode,BSI,SOURCE_ONLY,False,900,
PLANT-1088,Hovenia acerba Lindl.,Sicka,RHAMNACEAE,Sicka,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003608&column=szBarcode,BSI,SOURCE_ONLY,False,901,
PLANT-1089,Hugonia mystax L.,Chulijinka (Oriya),LINACEAE,Chulijinka (Oriya); Kamsamrah,Ayurveda,,,Root,Shrub,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013464&column=szBarcode,BSI+NMPB,HIGH,False,902,488
PLANT-1090,Humboldtia vahliana Wight,Arruvanci (Tam.),CAESALPINIACEAE,Arruvanci (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003481&column=szBarcode,BSI,SOURCE_ONLY,False,903,
PLANT-1091,Hura crepitans L.,Simaburuga (Tel.),EUPHORBIACEAE,Simaburuga (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008981&column=szBarcode,BSI,SOURCE_ONLY,False,904,
PLANT-1092,Hybanthus enneaspermus (L.) F.Muell.,Ratanpurus,VIOLACEAE,"Ratanpurus; Ratanpurus,; Padmacarini",Ayurveda,,,Whole Plant,Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003726&column=szBarcode,BSI+NMPB,HIGH,False,905,489
PLANT-1093,Hydnocarpus kurzii (King) Warb.,Dalmurgi,FLACOURTIACEAE,"Dalmurgi; Nirati,; Chaulmoogra",Ayurveda,,,Fruit (Seed),Tree,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003716&column=szBarcode,BSI+NMPB,HIGH,False,906,490
PLANT-1094,Hydnocarpus pentandra (Buch.-Ham.) Oken,Chaulmoogra (Hindi),FLACOURTIACEAE,Chaulmoogra (Hindi),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003719&column=szBarcode,BSI,SOURCE_ONLY,False,907,
