plant_id,scientific_name,common_name,family,vernacular_names,medicinal_system,distribution_region,medicinal_use,parts_used,habit,nmpb_med_system_tag,nmpb_api_sanskrit_names,bsi_herbarium_uses_url,source_reference,plant_match_confidence,is_synthetic,source_bsi_s_no,source_nmpb_s_no
PLANT-0496,Citrullus lanatus (Thunb.) Matsumara,"Terbuz,; water melon",CUCURBITACEAE,"Terbuz,; water melon",Ayurveda,,,Root,Climber,AH,,,NMPB,SOURCE_ONLY,False,,253
PLANT-0497,Citrus acida Pers.,Limbu,RUTACEAE,Limbu,,,,Fruit,Tree,S,,,NMPB,SOURCE_ONLY,False,,254
PLANT-0498,Citrus aurantifolia (Christm.) Swingle,Kaghzi-nimbu,RUTACEAE,Kaghzi-nimbu; Limbu,Ayurveda,,,"Flower, Fruit; (Fruit, Rind)",Tree,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013474&column=szBarcode,BSI+NMPB,HIGH,False,406,255
PLANT-0499,Citrus aurantium L.,Khatta,RUTACEAE,Khatta; Narangi,Ayurveda,,,Fruit,Tree,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013492&column=szBarcode,BSI+NMPB,HIGH,False,407,256
PLANT-0500,Citrus bergamia Risso.,"Limbu chaal,; Jambeeram",RUTACEAE,"Limbu chaal,; Jambeeram",Ayurveda,,,Fruit,Tree,AU,,,NMPB,SOURCE_ONLY,False,,257
PLANT-0501,Citrus grandis (L.) Osbeck.,"Chakotra, Mahanimbu",RUTACEAE,"Chakotra, Mahanimbu",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013473&column=szBarcode,BSI,SOURCE_ONLY,False,408,
PLANT-0502,Citrus limon (L.) Burm.f.,Lemon,RUTACEAE,Lemon; Nimbu,Ayurveda,,,Fruit,Tree,AFHTUW,Nimbu,,NMPB,SOURCE_ONLY,False,,258
PLANT-0503,Citrus medica L.,"Bara nimbu, Bijaura",RUTACEAE,"Bara nimbu, Bijaura; Matunga,; Mahnimbu; Bijapura",Ayurveda,,,Fruit,Tree,ASU,Bijapura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013476&column=szBarcode,BSI+NMPB,HIGH,False,409,259
PLANT-0504,Citrus reticulata Blanco,Santra,RUTACEAE,Santra,Ayurveda,,,Fruit,Tree,ATU,,,NMPB,SOURCE_ONLY,False,,260
PLANT-0505,Citrus sinensis (L.) Osbeck.,"Musambi, Narangi",RUTACEAE,"Musambi, Narangi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013472&column=szBarcode,BSI,SOURCE_ONLY,False,410,
PLANT-0506,Claoxylon indicum Hassk.,Laping Budak (Malay),EUPHORBIACEAE,Laping Budak (Malay),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008972&column=szBarcode,BSI,SOURCE_ONLY,False,411,
PLANT-0507,Clausena dentata (Willd.) Roem.,Mahasindur,RUTACEAE,Mahasindur,,,,Root,Shrub,FS,,,NMPB,SOURCE_ONLY,False,,261
PLANT-0508,Clausena excavata Burm.f.,Cemamar,RUTACEAE,Cemamar,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009964&column=szBarcode,BSI,SOURCE_ONLY,False,412,
PLANT-0509,Clausena pentaphylla (Roxb.) DC.,Ratanjote,RUTACEAE,Ratanjote,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009963&column=szBarcode,BSI,SOURCE_ONLY,False,413,
PLANT-0510,Cleistanthus collinus (Roxb.) Benth. ex Hook.f.,Garari,EUPHORBIACEAE,"Garari; Kutaja, Garbar; Names",Ayurveda,,,"Bark (Stem),; Fruit; **",Tree,AS,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008955&column=szBarcode,BSI+NMPB,HIGH,False,414,262
PLANT-0511,Clematis gauriana Roxb. ex DC.,Telejadari (Kan.),RANUNCULACEAE,Telejadari (Kan.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009957&column=szBarcode,BSI,SOURCE_ONLY,False,415,
PLANT-0512,Clematis gouriana Roxb. ex DC.,Morvel Climber,RANUNCULACEAE,Morvel Climber,,,,A,W,,,,NMPB,SOURCE_ONLY,False,,263
PLANT-0513,Clematis smilacifolia Wall.,Gurraputige (Tel.),RANUNCULACEAE,Gurraputige (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009959&column=szBarcode,BSI,SOURCE_ONLY,False,416,
PLANT-0514,Clematis triloba B.Heyne ex Roth,Murhari,RANUNCULACEAE,Murhari; Morvel Climber,,,,AFU,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009958&column=szBarcode,BSI+NMPB,HIGH,False,417,264
PLANT-0515,Cleome chelidoni L.,Gulabi Tilwan (Local names),CAPPARACEAE,Gulabi Tilwan (Local names),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003742&column=szBarcode,BSI,SOURCE_ONLY,False,418,
PLANT-0516,Cleome gynandra (L.) L.,"Hulul, Churota",CAPPARACEAE,"Hulul, Churota; Cat whiskers, Herb; Ridhi; Ajagandha",,,,AFST,W,,Ajagandha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003741&column=szBarcode,BSI+NMPB,HIGH,False,419,265
PLANT-0517,Cleome monophylla L.,Velakkeerai (Local name),CAPPARACEAE,Velakkeerai (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003747&column=szBarcode,BSI,SOURCE_ONLY,False,420,
PLANT-0518,Cleome vahliana Fresen.,Panwar (Urdu),CAPPARACEAE,Panwar (Urdu),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003745&column=szBarcode,BSI,SOURCE_ONLY,False,421,
PLANT-0519,Cleome viscosa L.,"Hulhul, Hurhur",CAPPARACEAE,"Hulhul, Hurhur; Nai kadugu Herb",,,,AFSU,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003743&column=szBarcode,BSI+NMPB,HIGH,False,422,266
PLANT-0520,Clerodendrum indicum (L.) Kuntze,Bharangi Shrub,VERBENACEAE,Bharangi Shrub,,,,AF,W/C,,,,NMPB,SOURCE_ONLY,False,,267
PLANT-0521,Clerodendrum inerme (L.f.) Gaertn.,"Lanjai, Sangkupi",VERBENACEAE,"Lanjai, Sangkupi; Nir-Notsjil, Shrub; Sangan-; Kuppi,; Agnimanth",,,,AFS,C/W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009078&column=szBarcode,BSI+NMPB,HIGH,False,423,268
PLANT-0522,Clerodendrum multiflorum (Burm.f.) Kuntze,Arni,VERBENACEAE,Arni,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009079&column=szBarcode,BSI,SOURCE_ONLY,False,424,
PLANT-0523,Clerodendrum philippenum Schauer,Satabeli (Beng.),VERBENACEAE,Satabeli (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009077&column=szBarcode,BSI,SOURCE_ONLY,False,425,
PLANT-0524,Clerodendrum phlomidis L.f.,Arnimul Shrub,LAMIACEAE,Arnimul Shrub; Agnimantha,,,,AFSU,W,,Agnimantha,,NMPB,SOURCE_ONLY,False,,269
PLANT-0525,Clerodendrum serratum (L.) Moon,"Barangi, Bamanhati (Beng.)",VERBENACEAE,"Barangi, Bamanhati (Beng.); Bharangi Shrub; Bharangi",,,,AFSTU,W,,Bharangi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009074&column=szBarcode,BSI+NMPB,HIGH,False,426,270
PLANT-0526,Clerodendrum viscosum Vent.,Bhant,VERBENACEAE,Bhant,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009076&column=szBarcode,BSI,SOURCE_ONLY,False,427,
PLANT-0527,Clinopodium vulgare L.,Cushion Calamint (Eng.),LAMIACEAE,Cushion Calamint (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008896&column=szBarcode,BSI,SOURCE_ONLY,False,428,
PLANT-0528,Clitoria ternatea L.,Kajli Climber,FABACEAE,Kajli Climber; Aparajita,,,,AFSTU,C/W,,Aparajita,,NMPB,SOURCE_ONLY,False,,271
PLANT-0529,Clitoria ternatia L.,Aparajit,FABACEAE,Aparajit,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003629&column=szBarcode,BSI,SOURCE_ONLY,False,429,
PLANT-0530,Cocccinia grandis (L.) Voigt.,"Bhimb, Telakucha (Beng.)",CUCURBITACEAE,"Bhimb, Telakucha (Beng.)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013789&column=szBarcode,BSI,SOURCE_ONLY,False,430,
PLANT-0531,Coccinia grandis (L.) Voigt; [ = C. indica W. & A.],"Bhrngaraj, Climber; Bimb",CUCURBITACEAE,"Bhrngaraj, Climber; Bimb; Bimbi",,,,AHS,C/W,,Bimbi,,NMPB,SOURCE_ONLY,False,,272
PLANT-0532,Coccoloba uvifera L.,Sea grape (Eng.),POLYGONACEAE,Sea grape (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008878&column=szBarcode,BSI,SOURCE_ONLY,False,431,
PLANT-0533,Cocculus hirsutus (L.) Diels,Jamtikibel,MENISPERMACEAE,Jamtikibel; Vasanvel Climber,,,,AFSU,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013990&column=szBarcode,BSI+NMPB,HIGH,False,432,273
PLANT-0534,Cocculus laurifolius DC.,Laurel-Leaved Snail Tree (Eng.),MENISPERMACEAE,Laurel-Leaved Snail Tree (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013992&column=szBarcode,BSI,SOURCE_ONLY,False,433,
PLANT-0535,Cocculus pendulus (J.R.Forst. & G.Forst.) Diels,Illarbillar (Punjab),MENISPERMACEAE,Illarbillar (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013989&column=szBarcode,BSI,SOURCE_ONLY,False,434,
PLANT-0536,Cochlospermum religiosum (L.) Alston,"Kumbi, Galgal",COCHLOSPERMACEAE,"Kumbi, Galgal; Katira Tree",,,,AFSU,W/C,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003833&column=szBarcode,BSI+NMPB,HIGH,False,435,274
PLANT-0537,Cocos nucifera L.,Nariyal,ARECACEAE,Nariyal; Nariyal Tree; Narikela,,,,AFSTU,C,,Narikela,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003202&column=szBarcode,BSI+NMPB,HIGH,False,436,275
PLANT-0538,Codiaeum variegatum Blume,Patabahari (Beng.),EUPHORBIACEAE,Patabahari (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008975&column=szBarcode,BSI,SOURCE_ONLY,False,437,
PLANT-0539,Codonopsis ovata Benth.,Kashmir Bonnet Bellflower (Eng.),CAMPANULACEAE,Kashmir Bonnet Bellflower (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009232&column=szBarcode,BSI,SOURCE_ONLY,False,438,
PLANT-0540,Coffea arabica L.,Arabian coffee (Eng.),RUBIACEAE,Arabian coffee (Eng.); Coffee Shrub,,,,AFHSUW,C,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013572&column=szBarcode,BSI+NMPB,HIGH,False,439,276
PLANT-0541,Coffea travancorensis Wight & Arn.,"Katu-mulla, Shrub; Tsjeru-",RUBIACEAE,"Katu-mulla, Shrub; Tsjeru-",,,,F,W,,,,NMPB,SOURCE_ONLY,False,,277
PLANT-0542,Coix lacryma-jobi L.,Sankru,POACEAE,"Sankru; Sankhlu, Dabhir Herb; Gavedhuka",,,,AFSU,W,,Gavedhuka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003165&column=szBarcode,BSI+NMPB,HIGH,False,440,278
PLANT-0543,Colchicum luteum Baker,"Suranjana (Guj., Hind. & Mar.)",LILIACEAE,"Suranjana (Guj., Hind. & Mar.); Suranjan Herb",,,,ASU,W,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003076&column=szBarcode,BSI+NMPB,HIGH,False,441,279
PLANT-0544,Coldenia procumbens L.,Tripungki,BORAGINACEAE,Tripungki,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013155&column=szBarcode,BSI,SOURCE_ONLY,False,442,
PLANT-0545,Colebrookea oppositifolia Sm.,"Binda, Pansra",LAMIACEAE,"Binda, Pansra",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008894&column=szBarcode,BSI,SOURCE_ONLY,False,443,
PLANT-0546,Coleus amboinicus Lour.,Pathorchur,LAMIACEAE,Pathorchur,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008902&column=szBarcode,BSI,SOURCE_ONLY,False,444,
PLANT-0547,Coleus scutallarioides (L.) Benth.,Coleus (Eng.),LAMIACEAE,Coleus (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008903&column=szBarcode,BSI,SOURCE_ONLY,False,445,
PLANT-0548,Coleus zeylanicus (Benth.) Cramer,Valakah Herb,LAMIACEAE,Valakah Herb,,,,A,W,,,,NMPB,SOURCE_ONLY,False,,280
PLANT-0549,Colocasia esculenta (L.) Schott,"Arvi, Ghuiya",ARACEAE,"Arvi, Ghuiya",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003215&column=szBarcode,BSI,SOURCE_ONLY,False,446,
PLANT-0550,Combretum decandrum Roxb. non Jacq.,Korakukundi Climber,COMBRETACEAE,Korakukundi Climber; Names,,,,F,W,**,Names,,NMPB,SOURCE_ONLY,False,,281
PLANT-0551,Combretum nanum Buch.-Ham. ex D.Don,Bhuidaudi (Local name),COMBRETACEAE,Bhuidaudi (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013717&column=szBarcode,BSI,SOURCE_ONLY,False,447,
PLANT-0552,Combretum pilosum Roxb.,"Bhoree loth, Thoonia loth",COMBRETACEAE,"Bhoree loth, Thoonia loth",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013718&column=szBarcode,BSI,SOURCE_ONLY,False,448,
PLANT-0553,Combretum roxburghii Spreng.,Punk,COMBRETACEAE,Punk,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013720&column=szBarcode,BSI,SOURCE_ONLY,False,449,
PLANT-0554,Commelina benghalensis L.,Kanchara,COMMELINACEAE,Kanchara,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003064&column=szBarcode,BSI,SOURCE_ONLY,False,450,
PLANT-0555,Commelina longifolia Lam.,Jalpipari,COMMELINACEAE,Jalpipari,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003066&column=szBarcode,BSI,SOURCE_ONLY,False,451,
PLANT-0556,Commelina paludosa Blume,Patugia (Local name),COMMELINACEAE,Patugia (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003068&column=szBarcode,BSI,SOURCE_ONLY,False,452,
PLANT-0557,Commiphora caudata (Wight & Arn.),"Kiluvai,; Kondamavu",BURSERACEAE,"Kiluvai,; Kondamavu",,,,Bark (Stem),Tree,FS,,,NMPB,SOURCE_ONLY,False,,282
PLANT-0558,Commiphora myrrha (T.Nees) Engl.,Hirabol,BURSERACEAE,Hirabol,Ayurveda,,,Oleo-Gum; Resin,Tree,ATU,,,NMPB,SOURCE_ONLY,False,,283
PLANT-0559,Commiphora wightii (Arn.) Bhandari; [ = C. mukul (Hook. ex Stocks) Engl.],"Guggul, Guggulu",BURSERACEAE,"Guggul, Guggulu; Guggulu",Ayurveda,,,"Oleo-Gum; Resin, Stem,; Root",Shrub,A,Guggulu,,NMPB,SOURCE_ONLY,False,,284
PLANT-0560,Conium maculatum L.,Poison Hemlock (Eng.),APIACEAE,Poison Hemlock (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013752&column=szBarcode,BSI,SOURCE_ONLY,False,453,
PLANT-0561,Connarus monocarpus L.,Sunder (Mar.),CONNARACEAE,Sunder (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003559&column=szBarcode,BSI,SOURCE_ONLY,False,454,
PLANT-0562,Consolida ambigua (L.) Ball. & Heywood,Rocket Larkspur (Eng.),RANUNCULACEAE,Rocket Larkspur (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009944&column=szBarcode,BSI,SOURCE_ONLY,False,455,
PLANT-0563,Convolvulus arvensis L.,"Beri, Haranpadi",CONVOLVULACEAE,"Beri, Haranpadi; Chandvel; (Prasarni)",Ayurveda,,,Leaf,Climber,AHSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009698&column=szBarcode,BSI+NMPB,HIGH,False,456,285
PLANT-0564,Convolvulus auricomus (A.Rich.) Bhandari,Runchhaliveldi (Guj.),CONVOLVULACEAE,Runchhaliveldi (Guj.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009697&column=szBarcode,BSI,SOURCE_ONLY,False,457,
PLANT-0565,Convolvulus microphyllus Sieb.ex Spreng.,"Shankhapushpi, Dodak (Punjab)",CONVOLVULACEAE,"Shankhapushpi, Dodak (Punjab); Shankapushpi; Sankhapuspi",Ayurveda,,,"Flower,; Whole Plant",Herb,A,Sankhapuspi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009699&column=szBarcode,BSI+NMPB,HIGH,False,458,286
PLANT-0566,Convolvulus scammonia L.,Saqmunia,CONVOLVULACEAE,Saqmunia,,,,Gum Resin,Climber,HSU,,,NMPB,SOURCE_ONLY,False,,287
PLANT-0567,Coptis teeta Wall.,"Mamira, Mamiran",RANUNCULACEAE,"Mamira, Mamiran; Mamira",Ayurveda,,,Root,Herb,ASU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009947&column=szBarcode,BSI+NMPB,HIGH,False,459,288
PLANT-0568,Corallocarpus epigaeus (Rottl. & Willd.),"Akasgaddah,; Patalagaruda",CUCURBITACEAE,"Akasgaddah,; Patalagaruda",Ayurveda,,,Root,Climber,AST,,,NMPB,SOURCE_ONLY,False,,289
PLANT-0569,Corchorus aestuans L.,Titapat (Beng.),TILIACEAE,Titapat (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003839&column=szBarcode,BSI,SOURCE_ONLY,False,460,
PLANT-0570,Corchorus capsularis L.,Narcha,TILIACEAE,Narcha,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003841&column=szBarcode,BSI,SOURCE_ONLY,False,461,
PLANT-0571,Corchorus depressus (L.) Stocks,Baphuli,TILIACEAE,Baphuli; Bahuphali,Ayurveda,,,Aerial Parts,Herb,AU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003838&column=szBarcode,BSI+NMPB,HIGH,False,462,290
PLANT-0572,Corchorus fascicularis L.,Bhirupatrika (Sans.),TILIACEAE,Bhirupatrika (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003836&column=szBarcode,BSI,SOURCE_ONLY,False,463,
PLANT-0573,Corchorus olitorius L.,Mithapat (Beng.),TILIACEAE,Mithapat (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003840&column=szBarcode,BSI,SOURCE_ONLY,False,464,
PLANT-0574,Corchorus trilocularis L.,Kadu-chinch (Local name),TILIACEAE,Kadu-chinch (Local name); Arenukam,Ayurveda,,,Whole Plant,Shrub,A,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003837&column=szBarcode,BSI+NMPB,HIGH,False,465,291
PLANT-0575,Cordia dichotoma Forst.,"Lasora, Chota lasora",BORAGINACEAE,"Lasora, Chota lasora; Lasora",Ayurveda,,,Fruit,Tree,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009717&column=szBarcode,BSI+NMPB,HIGH,False,466,292
PLANT-0576,Cordia gharaf (Forst.) Ehrenb. ex Aschers.,Gondni,BORAGINACEAE,Gondni,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009715&column=szBarcode,BSI,SOURCE_ONLY,False,467,
PLANT-0577,Cordia monoica Roxb.; var. wallichii (G.Don) C.B.Clarke,Narivari,CORDIACEAE,Narivari,,,,Bark (Stem),Tree,FS,,,NMPB,SOURCE_ONLY,False,,293
PLANT-0578,Cordia myxa Roxb.,"Lasora, Chota lasora",BORAGINACEAE,"Lasora, Chota lasora",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009713&column=szBarcode,BSI,SOURCE_ONLY,False,468,
PLANT-0579,Cordia obliqua Willd.,"Lasora, Chota lasora",BORAGINACEAE,"Lasora, Chota lasora",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009711&column=szBarcode,BSI,SOURCE_ONLY,False,470,
PLANT-0580,Cordia vestita (DC) Hook.f. & Thomson,"Kumpaiman, Bairola",BORAGINACEAE,"Kumpaiman, Bairola",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009719&column=szBarcode,BSI,SOURCE_ONLY,False,471,
PLANT-0581,Cordia wallichii G.Don; [= Cordia obliqua Willd.; var. wallichii (G.Don) C.B.Clarke ],Sapistan,CORDIACEAE,Sapistan; Names,,,,Fruit,Tree,FTag **,Names,,NMPB,SOURCE_ONLY,False,,294
PLANT-0582,Cordyceps sinensis (Berk.) Saac,Yarsa Gomba,CLAVICIPITACEAE,Yarsa Gomba,,,,Whole Plant,Herb,F,,,NMPB,SOURCE_ONLY,False,,295
PLANT-0583,Coriandrum sativum L.,"Dhania, Dhanya",APIACEAE,"Dhania, Dhanya; Dhaniya,; Dhana; Dhanyaka",Ayurveda,,,"Fruit, Leaf",Herb,AFSTU,Dhanyaka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013740&column=szBarcode,BSI+NMPB,HIGH,False,472,296
PLANT-0584,Coriaria nepalensis Wall.,"Masuri, Makola",CORIARIACEAE,"Masuri, Makola",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003560&column=szBarcode,BSI,SOURCE_ONLY,False,473,
PLANT-0585,Corydalis govaniana Wall.,Bhutkis,FUMARIACEAE,Bhutkis,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003769&column=szBarcode,BSI,SOURCE_ONLY,False,474,
PLANT-0586,Corydalis vaginans Royle,Mamiran (Kurra Valley),FUMARIACEAE,Mamiran (Kurra Valley),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003770&column=szBarcode,BSI,SOURCE_ONLY,False,475,
PLANT-0587,Corylus jacquemontii Decne.,Thangi (Punjab),BETULACEAE,Thangi (Punjab); Findak (Subs.),,,,Fruit,Tree,F,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008924&column=szBarcode,BSI+NMPB,HIGH,False,476,297
PLANT-0588,Coscinium fenestratum (Gaertn.) Colebr.,"Jhar-i-huldi, Haldigachi",MENISPERMACEAE,"Jhar-i-huldi, Haldigachi; Maramanjal,; Daruharidra; Kaliyaka",Ayurveda,,,Stem,Climber,AFST,Kaliyaka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013993&column=szBarcode,BSI+NMPB,HIGH,False,477,298
PLANT-0589,Cosmostigma racemosum (Roxb.) Wight,Shendvel (Mar.),ASCLEPIADACEAE,Shendvel (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009240&column=szBarcode,BSI,SOURCE_ONLY,False,478,
PLANT-0590,Costus speciosus (Koen. ex Retz.),"Keu, Kemuka",ZINGIBERACEAE,"Keu, Kemuka; Kustha,; Koshtum, Kuth; Kebuka",Ayurveda,,,Root,Shrub,AFSU,Kebuka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003136&column=szBarcode,BSI+NMPB,HIGH,False,479,299
PLANT-0591,Cotinus coggygria Scop.,Tunga (Punjab),ANACARDIACEAE,Tunga (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003566&column=szBarcode,BSI,SOURCE_ONLY,False,480,
PLANT-0592,Cotoneaster bacillaris Wall. ex. Lindl.,Ri (Punjab),ROSACEAE,Ri (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013734&column=szBarcode,BSI,SOURCE_ONLY,False,481,
PLANT-0593,Cotoneaster microphylla Wall. ex. Lindl.,Khariz (Kashmir),ROSACEAE,Khariz (Kashmir),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013735&column=szBarcode,BSI,SOURCE_ONLY,False,482,
PLANT-0594,Cotula anthemoides L.,Babuna (Eng.),ASTERACEAE,Babuna (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013150&column=szBarcode,BSI,SOURCE_ONLY,False,483,
PLANT-0595,Crataegus oxyacantha L.,Hawthorn,ROSACEAE,Hawthorn,,,,"Fruit, Flower",Tree,FH,,,NMPB,SOURCE_ONLY,False,,300
PLANT-0596,Crataeva nurvula Buch-Ham.,"Barna, Bilasi",CAPPARACEAE,"Barna, Bilasi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003727&column=szBarcode,BSI,SOURCE_ONLY,False,484,
PLANT-0597,Crataeva religiosa G.Forst.; [ = C. nurvula Buch. - Ham.],"Varun chhal,; Varunah",CAPPARACEAE,"Varun chhal,; Varunah; Varuna",Ayurveda,,,"Bark (Stem),; Leaf, Fruit; (Seed)",Tree,AFS,Varuna,,NMPB,SOURCE_ONLY,False,,301
PLANT-0598,Cratoxylum cochinchinense (Lour.) Blume,Derum Selunchor,HYPERICACEAE,Derum Selunchor,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003815&column=szBarcode,BSI,SOURCE_ONLY,False,485,
PLANT-0599,Crescentia cujute L.,Bilayati Bel,BIGNONIACEAE,Bilayati Bel,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009663&column=szBarcode,BSI,SOURCE_ONLY,False,486,
PLANT-0600,Cressa cretica L.,Rudravanti,CONVOLVULACEAE,Rudravanti,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009704&column=szBarcode,BSI,SOURCE_ONLY,False,487,
PLANT-0601,Crinum asiaticum L.,"Badakanvar, Pindar",AMARYLLIDACEAE,"Badakanvar, Pindar",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003127&column=szBarcode,BSI,SOURCE_ONLY,False,488,
PLANT-0602,Crinum defixum Ker.-Gawl.,Sukdarshan (Beng.),AMARYLLIDACEAE,Sukdarshan (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003129&column=szBarcode,BSI,SOURCE_ONLY,False,489,
